QuizID,Category,Subtopic,Title,Level,DurationSeconds,QuestionText,OptionA,OptionB,OptionC,OptionD,CorrectAnswer
848158,Academic & Education,Engineering,Engineering - Hard Level Challenge,Hard,1200,"In computational fluid dynamics (CFD) for high Reynolds number turbulent flows, which modeling approach solves the Navier-Stokes equations directly for all turbulent scales, without any explicit turbulence models, but is computationally extremely expensive?",Reynolds-Averaged Navier-Stokes (RANS),Large Eddy Simulation (LES),Direct Numerical Simulation (DNS),Detached Eddy Simulation (DES),Direct Numerical Simulation (DNS)
848158,Academic & Education,Engineering,Engineering - Hard Level Challenge,Hard,1200,What is the primary concern when designing a high-speed synchronous digital circuit where aggressive clock gating is extensively used to reduce dynamic power consumption?,Increased static power dissipation.,Reduced signal-to-noise ratio in analog blocks.,Potential for clock domain crossing issues and metastability.,"Introduction of clock skew and jitter, potentially leading to setup/hold time violations.","Introduction of clock skew and jitter, potentially leading to setup/hold time violations."
848158,Academic & Education,Engineering,Engineering - Hard Level Challenge,Hard,1200,"In performance-based seismic design, what design philosophy seeks to ensure that a structure remains operational after a major earthquake, with minimal damage and without interruption to its critical functions?",Life Safety,Collapse Prevention,Immediate Occupancy,Operational,Operational
848158,Academic & Education,Engineering,Engineering - Hard Level Challenge,Hard,1200,"When designing a scaffold for bone tissue engineering using a biodegradable polymer, which critical property dictates the rate at which the scaffold provides mechanical support while simultaneously allowing for new tissue ingrowth and eventual load transfer to the regenerated bone?",Porosity and pore interconnectivity,Degradation rate and mechanical strength,Biocompatibility and surface roughness,Sterilization method and shelf life,Degradation rate and mechanical strength
848158,Academic & Education,Engineering,Engineering - Hard Level Challenge,Hard,1200,"In advanced wastewater treatment, what is the primary challenge associated with the widespread application of forward osmosis (FO) for high-salinity brine concentration, compared to reverse osmosis (RO)?",Higher energy consumption due to required hydraulic pressure.,Fouling susceptibility of the semi-permeable membrane.,Difficulty in economically regenerating the draw solution.,Limited rejection of divalent ions and organic micropollutants.,Difficulty in economically regenerating the draw solution.
688069,Academic & Education,Engineering,Engineering - Medium Level Challenge,Medium,900,What property describes a material's ability to deform plastically without fracturing?,Hardness,Stiffness,Ductility,Brittleness,Ductility
688069,Academic & Education,Engineering,Engineering - Medium Level Challenge,Medium,900,"In a purely resistive AC circuit, what is the phase relationship between voltage and current?",Voltage leads current by 90 degrees,Current leads voltage by 90 degrees,Voltage and current are in phase,Voltage and current are 180 degrees out of phase,Voltage and current are in phase
688069,Academic & Education,Engineering,Engineering - Medium Level Challenge,Medium,900,"Which fundamental principle states that for an object to be in static equilibrium, the sum of all forces and moments acting on it must be zero?",Hooke's Law,Archimedes' Principle,Principle of Superposition,Conditions for Static Equilibrium,Conditions for Static Equilibrium
688069,Academic & Education,Engineering,Engineering - Medium Level Challenge,Medium,900,Which type of heat transfer involves the movement of fluid (liquid or gas)?,Conduction,Convection,Radiation,Advection,Convection
688069,Academic & Education,Engineering,Engineering - Medium Level Challenge,Medium,900,What is the primary function of rebar (reinforcing bar) in concrete structures?,To increase the concrete's compressive strength,To prevent the concrete from shrinking,To improve the concrete's tensile strength,To reduce the overall weight of the structure,To improve the concrete's tensile strength
688069,Academic & Education,Engineering,Engineering - Medium Level Challenge,Medium,900,What is the purpose of a P&ID (Piping and Instrumentation Diagram) in process engineering?,To provide a schedule for project construction phases.,"To detail the logical and functional relationships of piping, instrumentation, and system equipment.",To calculate the material costs for a plant.,To simulate fluid dynamics within a pipeline.,"To detail the logical and functional relationships of piping, instrumentation, and system equipment."
688069,Academic & Education,Engineering,Engineering - Medium Level Challenge,Medium,900,"In computer science, what is an algorithm?",A type of computer memory.,A programming language.,A step-by-step procedure for solving a problem or accomplishing a task.,A graphical user interface element.,A step-by-step procedure for solving a problem or accomplishing a task.
688069,Academic & Education,Engineering,Engineering - Medium Level Challenge,Medium,900,"During the engineering design process, what phase typically involves generating multiple potential solutions without immediate judgment?",Problem Definition,Concept Generation (Ideation),Prototyping,Testing and Evaluation,Concept Generation (Ideation)
688069,Academic & Education,Engineering,Engineering - Medium Level Challenge,Medium,900,What does 'BOD' stand for in the context of wastewater treatment and environmental engineering?,Biological Oxygen Demand,Biochemical Oxidation Dynamics,Bacterial Organic Decomposition,Basic Oxygen Dissolved,Biological Oxygen Demand
688069,Academic & Education,Engineering,Engineering - Medium Level Challenge,Medium,900,Which electronic component is primarily used to store electrical energy in an electric field?,Resistor,Inductor,Transistor,Capacitor,Capacitor
792635,Academic & Education,Humanities,Humanities - Easy Level Challenge,Easy,600,Who is widely considered the author of the famous play 'Romeo and Juliet'?,Charles Dickens,William Shakespeare,Jane Austen,Mark Twain,William Shakespeare
792635,Academic & Education,Humanities,Humanities - Easy Level Challenge,Easy,600,Which ancient civilization built the pyramids primarily as tombs for their pharaohs?,Roman,Greek,Egyptian,Mesopotamian,Egyptian
792635,Academic & Education,Humanities,Humanities - Easy Level Challenge,Easy,600,"Which art movement is known for its dreamlike and often bizarre imagery, featuring artists like Salvador Dalí?",Impressionism,Cubism,Surrealism,Renaissance,Surrealism
